101,2019-04-21,7248
105,2019-04-21,11368
111,2019-04-21,8396
112,2019-04-21,6544
113,2019-04-21,6476
115,2019-04-21,8776
117,2019-04-21,9052
118,2019-04-21,8836
122,2019-04-21,7656
123,2019-04-21,9648
124,2019-04-21,6208
125,2019-04-21,10124
126,2019-04-21,13352
127,2019-04-21,7156
128,2019-04-21,7096
134,2019-04-21,7024
138,2019-04-21,7528
139,2019-04-21,10760
140,2019-04-21,5900
141,2019-04-21,7564
143,2019-04-21,10784
152,2019-04-21,5792
154,2019-04-21,13244
155,2019-04-21,10724
159,2019-04-21,7220
163,2019-04-21,8608
168,2019-04-21,6952
170,2019-04-21,8848
173,2019-04-21,6844
180,2019-04-21,12404
182,2019-04-21,7436
183,2019-04-21,8392
184,2019-04-21,8948
189,2019-04-21,7580
191,2019-04-21,6228
192,2019-04-21,5528
193,2019-04-21,8844
196,2019-04-21,11908
197,2019-04-21,7776
200,2019-04-21,9468
206,2019-04-21,9848
207,2019-04-21,8184
211,2019-04-21,11048
213,2019-04-21,10844
218,2019-04-21,6712
221,2019-04-21,10124
222,2019-04-21,10084
227,2019-04-21,13696
229,2019-04-21,8144
230,2019-04-21,9460
231,2019-04-21,10928
236,2019-04-21,9844
254,2019-04-21,6520
257,2019-04-21,9364
262,2019-04-21,5892
266,2019-04-21,7444
267,2019-04-21,9048
268,2019-04-21,7648
272,2019-04-21,6216
278,2019-04-21,6096
291,2019-04-21,10064
301,2019-04-21,6596
306,2019-04-21,9432
323,2019-04-21,9700
