101,2019-04-05,6740
105,2019-04-05,11680
110,2019-04-05,6224
111,2019-04-05,8308
112,2019-04-05,6220
113,2019-04-05,6552
115,2019-04-05,9088
117,2019-04-05,9932
118,2019-04-05,9184
122,2019-04-05,7224
123,2019-04-05,9652
124,2019-04-05,5576
125,2019-04-05,9816
126,2019-04-05,13444
127,2019-04-05,7348
128,2019-04-05,6908
134,2019-04-05,6920
138,2019-04-05,7172
139,2019-04-05,10548
140,2019-04-05,5920
141,2019-04-05,7348
143,2019-04-05,10932
152,2019-04-05,5780
154,2019-04-05,13604
155,2019-04-05,9544
159,2019-04-05,6776
163,2019-04-05,8336
168,2019-04-05,6836
170,2019-04-05,9532
173,2019-04-05,7100
180,2019-04-05,10624
182,2019-04-05,7420
183,2019-04-05,9068
184,2019-04-05,8688
189,2019-04-05,8532
191,2019-04-05,6772
192,2019-04-05,4868
193,2019-04-05,8596
196,2019-04-05,12008
197,2019-04-05,7676
200,2019-04-05,9852
206,2019-04-05,13628
207,2019-04-05,8044
211,2019-04-05,10964
213,2019-04-05,11456
218,2019-04-05,6416
221,2019-04-05,12416
222,2019-04-05,9392
227,2019-04-05,13224
229,2019-04-05,8884
230,2019-04-05,10312
231,2019-04-05,10096
236,2019-04-05,9200
254,2019-04-05,4924
257,2019-04-05,9076
262,2019-04-05,6360
266,2019-04-05,4960
267,2019-04-05,8312
268,2019-04-05,7892
272,2019-04-05,5408
278,2019-04-05,6256
291,2019-04-05,9888
301,2019-04-05,7132
306,2019-04-05,7772
323,2019-04-05,10884
