101,2019-05-14,6988
105,2019-05-14,11876
110,2019-05-14,6584
111,2019-05-14,8428
112,2019-05-14,6204
113,2019-05-14,6332
115,2019-05-14,9212
117,2019-05-14,10772
118,2019-05-14,8724
122,2019-05-14,7456
123,2019-05-14,10212
124,2019-05-14,6044
125,2019-05-14,10316
126,2019-05-14,13252
127,2019-05-14,7052
128,2019-05-14,6900
134,2019-05-14,7328
138,2019-05-14,7608
139,2019-05-14,10968
140,2019-05-14,5836
141,2019-05-14,6536
143,2019-05-14,11740
152,2019-05-14,5964
154,2019-05-14,14028
155,2019-05-14,10200
159,2019-05-14,6328
163,2019-05-14,8476
168,2019-05-14,7528
170,2019-05-14,9592
173,2019-05-14,7068
180,2019-05-14,11460
182,2019-05-14,7784
183,2019-05-14,8792
184,2019-05-14,9108
189,2019-05-14,8212
191,2019-05-14,6636
192,2019-05-14,5072
193,2019-05-14,9464
196,2019-05-14,12244
197,2019-05-14,7796
200,2019-05-14,10472
206,2019-05-14,10936
207,2019-05-14,7944
211,2019-05-14,11848
213,2019-05-14,12536
218,2019-05-14,6748
221,2019-05-14,13292
222,2019-05-14,9932
227,2019-05-14,14536
229,2019-05-14,8516
230,2019-05-14,10664
231,2019-05-14,10320
236,2019-05-14,9068
254,2019-05-14,5064
257,2019-05-14,9912
262,2019-05-14,6604
266,2019-05-14,6076
267,2019-05-14,8524
268,2019-05-14,8488
272,2019-05-14,5936
278,2019-05-14,6324
291,2019-05-14,10420
301,2019-05-14,7752
306,2019-05-14,8696
323,2019-05-14,11796
