101,2019-04-26,7968
105,2019-04-26,13064
111,2019-04-26,8984
112,2019-04-26,6564
113,2019-04-26,6908
115,2019-04-26,9288
117,2019-04-26,10912
118,2019-04-26,9740
122,2019-04-26,8192
123,2019-04-26,10448
124,2019-04-26,6980
125,2019-04-26,10420
126,2019-04-26,14588
127,2019-04-26,7536
128,2019-04-26,7436
134,2019-04-26,7564
138,2019-04-26,7968
139,2019-04-26,12188
140,2019-04-26,6880
141,2019-04-26,7428
143,2019-04-26,12284
152,2019-04-26,6544
154,2019-04-26,13952
155,2019-04-26,10320
159,2019-04-26,6948
163,2019-04-26,9264
168,2019-04-26,8108
170,2019-04-26,10340
173,2019-04-26,7936
180,2019-04-26,12360
182,2019-04-26,7912
183,2019-04-26,9660
184,2019-04-26,9652
189,2019-04-26,9068
191,2019-04-26,6800
192,2019-04-26,5272
193,2019-04-26,9964
196,2019-04-26,10988
197,2019-04-26,7688
200,2019-04-26,11112
206,2019-04-26,11216
207,2019-04-26,8760
211,2019-04-26,12440
213,2019-04-26,12656
218,2019-04-26,7460
221,2019-04-26,12764
222,2019-04-26,10772
227,2019-04-26,15236
229,2019-04-26,9016
230,2019-04-26,10500
231,2019-04-26,10936
236,2019-04-26,9712
254,2019-04-26,5640
257,2019-04-26,10188
262,2019-04-26,6748
266,2019-04-26,6132
267,2019-04-26,9152
268,2019-04-26,8804
272,2019-04-26,5936
278,2019-04-26,6484
291,2019-04-26,10260
301,2019-04-26,7972
306,2019-04-26,8472
323,2019-04-26,10876
