101,2019-05-30,6136
105,2019-05-30,9912
110,2019-05-30,4620
111,2019-05-30,6520
112,2019-05-30,5128
113,2019-05-30,5016
115,2019-05-30,7624
117,2019-05-30,9296
118,2019-05-30,8044
122,2019-05-30,6128
123,2019-05-30,7988
124,2019-05-30,5332
125,2019-05-30,8816
126,2019-05-30,12208
127,2019-05-30,6556
128,2019-05-30,5780
134,2019-05-30,5884
138,2019-05-30,6032
139,2019-05-30,9060
140,2019-05-30,4868
141,2019-05-30,6168
143,2019-05-30,9568
152,2019-05-30,4432
154,2019-05-30,11724
155,2019-05-30,9176
159,2019-05-30,5432
163,2019-05-30,6788
168,2019-05-30,5800
170,2019-05-30,8760
173,2019-05-30,5276
180,2019-05-30,9460
182,2019-05-30,6292
183,2019-05-30,7652
184,2019-05-30,7436
189,2019-05-30,6588
191,2019-05-30,5408
192,2019-05-30,4288
193,2019-05-30,7316
196,2019-05-30,10496
197,2019-05-30,6340
200,2019-05-30,8752
206,2019-05-30,9388
207,2019-05-30,6604
211,2019-05-30,11200
213,2019-05-30,9824
218,2019-05-30,5376
221,2019-05-30,10744
222,2019-05-30,8380
227,2019-05-30,11848
229,2019-05-30,6312
230,2019-05-30,8272
231,2019-05-30,9280
236,2019-05-30,7664
254,2019-05-30,4512
257,2019-05-30,7832
262,2019-05-30,5544
266,2019-05-30,6756
267,2019-05-30,8192
268,2019-05-30,7356
272,2019-05-30,5140
278,2019-05-30,5656
291,2019-05-30,8664
301,2019-05-30,6580
306,2019-05-30,7752
323,2019-05-30,9112
