101,2019-05-02,6864
105,2019-05-02,11524
111,2019-05-02,7908
112,2019-05-02,5708
113,2019-05-02,5856
115,2019-05-02,8632
117,2019-05-02,10712
118,2019-05-02,8300
122,2019-05-02,7196
123,2019-05-02,9312
124,2019-05-02,6060
125,2019-05-02,10248
126,2019-05-02,14052
127,2019-05-02,7096
128,2019-05-02,6372
134,2019-05-02,7168
138,2019-05-02,6664
139,2019-05-02,10448
140,2019-05-02,5224
141,2019-05-02,6796
143,2019-05-02,10540
152,2019-05-02,4796
154,2019-05-02,13168
155,2019-05-02,10260
159,2019-05-02,5856
163,2019-05-02,8144
168,2019-05-02,6908
170,2019-05-02,9960
173,2019-05-02,6156
180,2019-05-02,11032
182,2019-05-02,7316
183,2019-05-02,8852
184,2019-05-02,8492
189,2019-05-02,7348
191,2019-05-02,6040
192,2019-05-02,4924
193,2019-05-02,8492
196,2019-05-02,10496
197,2019-05-02,7600
200,2019-05-02,9896
206,2019-05-02,10412
207,2019-05-02,7724
211,2019-05-02,12316
213,2019-05-02,11260
218,2019-05-02,6564
221,2019-05-02,12328
222,2019-05-02,9500
227,2019-05-02,15236
229,2019-05-02,7084
230,2019-05-02,9700
231,2019-05-02,10368
236,2019-05-02,9200
254,2019-05-02,5244
257,2019-05-02,9264
262,2019-05-02,6248
266,2019-05-02,6652
267,2019-05-02,8764
268,2019-05-02,8412
272,2019-05-02,5736
278,2019-05-02,6512
291,2019-05-02,10472
301,2019-05-02,7656
306,2019-05-02,8140
323,2019-05-02,10448
