101,2019-04-14,7000
105,2019-04-14,11104
111,2019-04-14,7924
112,2019-04-14,6376
113,2019-04-14,6024
115,2019-04-14,8480
117,2019-04-14,8208
118,2019-04-14,8460
122,2019-04-14,7008
123,2019-04-14,9376
124,2019-04-14,6072
125,2019-04-14,9776
126,2019-04-14,12276
127,2019-04-14,6912
128,2019-04-14,6972
134,2019-04-14,6872
138,2019-04-14,7480
139,2019-04-14,10300
140,2019-04-14,5992
141,2019-04-14,7280
143,2019-04-14,10464
152,2019-04-14,5532
154,2019-04-14,11856
155,2019-04-14,10388
159,2019-04-14,6816
163,2019-04-14,8308
168,2019-04-14,6856
170,2019-04-14,8476
173,2019-04-14,6712
180,2019-04-14,9384
182,2019-04-14,6876
183,2019-04-14,7736
184,2019-04-14,8524
189,2019-04-14,7676
191,2019-04-14,5612
192,2019-04-14,5164
193,2019-04-14,8088
196,2019-04-14,11680
197,2019-04-14,6672
200,2019-04-14,8816
206,2019-04-14,9048
207,2019-04-14,8312
211,2019-04-14,10556
213,2019-04-14,10320
218,2019-04-14,6120
221,2019-04-14,9448
222,2019-04-14,9840
227,2019-04-14,11448
229,2019-04-14,8016
230,2019-04-14,8828
231,2019-04-14,10736
236,2019-04-14,8696
254,2019-04-14,6388
257,2019-04-14,8952
262,2019-04-14,5172
266,2019-04-14,7028
267,2019-04-14,8544
268,2019-04-14,7248
272,2019-04-14,6328
278,2019-04-14,5660
291,2019-04-14,9216
301,2019-04-14,6160
306,2019-04-14,8932
323,2019-04-14,8648
