101,2019-05-07,6628
105,2019-05-07,11720
111,2019-05-07,8292
112,2019-05-07,6244
113,2019-05-07,6344
115,2019-05-07,9208
117,2019-05-07,10544
118,2019-05-07,8972
122,2019-05-07,7580
123,2019-05-07,10096
124,2019-05-07,6384
125,2019-05-07,10712
126,2019-05-07,14020
127,2019-05-07,7884
128,2019-05-07,6884
134,2019-05-07,7224
138,2019-05-07,7948
139,2019-05-07,11052
140,2019-05-07,5328
141,2019-05-07,6840
143,2019-05-07,11956
152,2019-05-07,5608
154,2019-05-07,14240
155,2019-05-07,10124
159,2019-05-07,6208
163,2019-05-07,9088
168,2019-05-07,7500
170,2019-05-07,9616
173,2019-05-07,6812
180,2019-05-07,10636
182,2019-05-07,8028
183,2019-05-07,9328
184,2019-05-07,8848
189,2019-05-07,7940
191,2019-05-07,6352
192,2019-05-07,5152
193,2019-05-07,9564
196,2019-05-07,12668
197,2019-05-07,7612
200,2019-05-07,10632
206,2019-05-07,11288
207,2019-05-07,8068
211,2019-05-07,11764
213,2019-05-07,12224
218,2019-05-07,6664
221,2019-05-07,13400
222,2019-05-07,9604
227,2019-05-07,15724
229,2019-05-07,7956
230,2019-05-07,10820
231,2019-05-07,11024
236,2019-05-07,9152
254,2019-05-07,5636
257,2019-05-07,9740
262,2019-05-07,6576
266,2019-05-07,5760
267,2019-05-07,8852
268,2019-05-07,8532
272,2019-05-07,5896
278,2019-05-07,6356
291,2019-05-07,10708
301,2019-05-07,7548
306,2019-05-07,8872
323,2019-05-07,10540
