101,2019-04-23,6124
105,2019-04-23,11140
111,2019-04-23,7856
112,2019-04-23,5552
113,2019-04-23,5408
115,2019-04-23,8560
117,2019-04-23,9644
118,2019-04-23,7984
122,2019-04-23,6508
123,2019-04-23,9352
124,2019-04-23,5476
125,2019-04-23,9848
126,2019-04-23,12844
127,2019-04-23,6892
128,2019-04-23,6304
134,2019-04-23,6840
138,2019-04-23,6820
139,2019-04-23,10148
140,2019-04-23,8820
141,2019-04-23,6288
143,2019-04-23,10876
152,2019-04-23,5040
154,2019-04-23,12788
155,2019-04-23,9224
159,2019-04-23,5688
163,2019-04-23,7516
168,2019-04-23,6680
170,2019-04-23,9468
173,2019-04-23,6532
180,2019-04-23,10420
182,2019-04-23,7240
183,2019-04-23,8336
184,2019-04-23,8152
189,2019-04-23,7592
191,2019-04-23,6036
192,2019-04-23,4736
193,2019-04-23,8528
196,2019-04-23,12252
197,2019-04-23,7312
200,2019-04-23,9456
206,2019-04-23,9812
207,2019-04-23,7580
211,2019-04-23,11020
213,2019-04-23,11392
218,2019-04-23,6044
221,2019-04-23,12128
222,2019-04-23,8760
227,2019-04-23,14352
229,2019-04-23,7640
230,2019-04-23,9668
231,2019-04-23,10188
236,2019-04-23,8464
254,2019-04-23,5280
257,2019-04-23,9048
262,2019-04-23,5988
266,2019-04-23,5024
267,2019-04-23,8220
268,2019-04-23,7980
272,2019-04-23,5520
278,2019-04-23,6200
291,2019-04-23,9856
301,2019-04-23,6976
306,2019-04-23,8028
323,2019-04-23,10692
