101,2019-05-28,8036
105,2019-05-28,11704
110,2019-05-28,5304
111,2019-05-28,8104
112,2019-05-28,6096
113,2019-05-28,5920
115,2019-05-28,9048
117,2019-05-28,10600
118,2019-05-28,9192
122,2019-05-28,7544
123,2019-05-28,9600
124,2019-05-28,6312
125,2019-05-28,9964
126,2019-05-28,13124
127,2019-05-28,7488
128,2019-05-28,6624
134,2019-05-28,7228
138,2019-05-28,7068
139,2019-05-28,10544
140,2019-05-28,5620
141,2019-05-28,6772
143,2019-05-28,11216
152,2019-05-28,5152
154,2019-05-28,13440
155,2019-05-28,10464
159,2019-05-28,5984
163,2019-05-28,8352
168,2019-05-28,6788
170,2019-05-28,9568
173,2019-05-28,7084
180,2019-05-28,10948
182,2019-05-28,7920
183,2019-05-28,8876
184,2019-05-28,8432
189,2019-05-28,7940
191,2019-05-28,6144
192,2019-05-28,4868
193,2019-05-28,9556
196,2019-05-28,11540
197,2019-05-28,7048
200,2019-05-28,10508
206,2019-05-28,10364
207,2019-05-28,8148
211,2019-05-28,13736
213,2019-05-28,12200
218,2019-05-28,6320
221,2019-05-28,12888
222,2019-05-28,9420
227,2019-05-28,14304
229,2019-05-28,8124
230,2019-05-28,9580
231,2019-05-28,11712
236,2019-05-28,8976
254,2019-05-28,5048
257,2019-05-28,9712
262,2019-05-28,6100
266,2019-05-28,6996
267,2019-05-28,8552
268,2019-05-28,8572
272,2019-05-28,5592
278,2019-05-28,5888
291,2019-05-28,10068
301,2019-05-28,7564
306,2019-05-28,9076
323,2019-05-28,10924
