101,2019-05-05,8108
105,2019-05-05,13724
111,2019-05-05,9488
112,2019-05-05,7272
113,2019-05-05,8040
115,2019-05-05,9196
117,2019-05-05,9968
118,2019-05-05,10180
122,2019-05-05,8636
123,2019-05-05,11640
124,2019-05-05,7544
125,2019-05-05,11916
126,2019-05-05,14808
127,2019-05-05,7512
128,2019-05-05,8504
134,2019-05-05,8668
138,2019-05-05,9376
139,2019-05-05,12640
140,2019-05-05,7016
141,2019-05-05,9100
143,2019-05-05,12408
152,2019-05-05,6832
154,2019-05-05,14288
155,2019-05-05,11864
159,2019-05-05,8232
163,2019-05-05,10024
168,2019-05-05,7668
170,2019-05-05,10116
173,2019-05-05,8256
180,2019-05-05,12064
182,2019-05-05,8416
183,2019-05-05,9456
184,2019-05-05,9796
189,2019-05-05,9480
191,2019-05-05,7256
192,2019-05-05,6224
193,2019-05-05,11128
196,2019-05-05,12464
197,2019-05-05,8124
200,2019-05-05,11228
206,2019-05-05,10736
207,2019-05-05,9544
211,2019-05-05,13232
213,2019-05-05,11844
218,2019-05-05,7516
221,2019-05-05,11412
222,2019-05-05,12292
227,2019-05-05,13132
229,2019-05-05,9800
230,2019-05-05,10404
231,2019-05-05,12132
236,2019-05-05,10656
254,2019-05-05,7432
257,2019-05-05,10908
262,2019-05-05,6324
266,2019-05-05,8284
267,2019-05-05,9580
268,2019-05-05,8880
272,2019-05-05,7172
278,2019-05-05,6232
291,2019-05-05,10724
301,2019-05-05,6916
306,2019-05-05,10564
323,2019-05-05,11016
