101,2019-05-09,6052
105,2019-05-09,10120
111,2019-05-09,6204
112,2019-05-09,4760
113,2019-05-09,5060
115,2019-05-09,7664
117,2019-05-09,9492
118,2019-05-09,7744
122,2019-05-09,5904
123,2019-05-09,8012
124,2019-05-09,4972
125,2019-05-09,8876
126,2019-05-09,11688
127,2019-05-09,6184
128,2019-05-09,5640
134,2019-05-09,6188
138,2019-05-09,6484
139,2019-05-09,9336
140,2019-05-09,4412
141,2019-05-09,5764
143,2019-05-09,9640
152,2019-05-09,4324
154,2019-05-09,11572
155,2019-05-09,9104
159,2019-05-09,5256
163,2019-05-09,7352
168,2019-05-09,6064
170,2019-05-09,8272
173,2019-05-09,5192
180,2019-05-09,9188
182,2019-05-09,6032
183,2019-05-09,7580
184,2019-05-09,7344
189,2019-05-09,6592
191,2019-05-09,5292
192,2019-05-09,4572
193,2019-05-09,7328
196,2019-05-09,10288
197,2019-05-09,6244
200,2019-05-09,8444
206,2019-05-09,9532
207,2019-05-09,6580
211,2019-05-09,9988
213,2019-05-09,10112
218,2019-05-09,5464
221,2019-05-09,10736
222,2019-05-09,8212
227,2019-05-09,13112
229,2019-05-09,5748
230,2019-05-09,8252
231,2019-05-09,8904
236,2019-05-09,7576
254,2019-05-09,4784
257,2019-05-09,8016
262,2019-05-09,5292
266,2019-05-09,5728
267,2019-05-09,7820
268,2019-05-09,7280
272,2019-05-09,4924
278,2019-05-09,5916
291,2019-05-09,8972
301,2019-05-09,6616
306,2019-05-09,6968
323,2019-05-09,8548
