101,2019-04-12,6868
105,2019-04-12,12408
111,2019-04-12,8524
112,2019-04-12,6488
113,2019-04-12,6352
115,2019-04-12,8512
117,2019-04-12,10276
118,2019-04-12,9476
122,2019-04-12,7064
123,2019-04-12,10144
124,2019-04-12,6012
125,2019-04-12,10264
126,2019-04-12,13928
127,2019-04-12,7008
128,2019-04-12,6660
134,2019-04-12,7268
138,2019-04-12,7340
139,2019-04-12,11048
140,2019-04-12,5988
141,2019-04-12,6904
143,2019-04-12,11904
152,2019-04-12,6052
154,2019-04-12,13400
155,2019-04-12,9756
159,2019-04-12,6396
163,2019-04-12,8812
168,2019-04-12,7152
170,2019-04-12,10028
173,2019-04-12,7572
180,2019-04-12,11168
182,2019-04-12,7256
183,2019-04-12,9248
184,2019-04-12,8540
189,2019-04-12,8340
191,2019-04-12,6224
192,2019-04-12,5096
193,2019-04-12,9340
196,2019-04-12,12588
197,2019-04-12,7656
200,2019-04-12,10356
206,2019-04-12,10260
207,2019-04-12,8252
211,2019-04-12,11460
213,2019-04-12,11736
218,2019-04-12,6824
221,2019-04-12,12080
222,2019-04-12,9708
227,2019-04-12,14144
229,2019-04-12,8832
230,2019-04-12,10016
231,2019-04-12,10288
236,2019-04-12,9068
254,2019-04-12,5532
257,2019-04-12,9640
262,2019-04-12,6284
266,2019-04-12,5484
267,2019-04-12,8728
268,2019-04-12,8104
272,2019-04-12,6012
278,2019-04-12,6220
291,2019-04-12,9964
301,2019-04-12,7580
306,2019-04-12,8416
323,2019-04-12,11020
